iter	Passed	Remaining
1422	2221294	2461688
1423	2222857	2460128
1424	2224457	2458610
1425	2225853	2456868
1426	2227311	2455193
1427	2228853	2453611
1428	2230388	2452022
1429	2231714	2450204
1430	2233310	2448682
1431	2234894	2447146
1432	2236435	2445564
1433	2238058	2444072
1434	2239694	2442593
1435	2241303	2441085
1436	2242824	2439480
1437	2244394	2437930
1438	2245781	2436181
1439	2247356	2434635
1440	2248710	2432851
1441	2250151	2431162
1442	2251533	2429409
1443	2252884	2427623
1444	2254231	2425834
1445	2255749	2424228
1446	2257112	2422456
1447	2258719	2420947
1448	2260099	2419195
1449	2261576	2417547
1450	2263225	2416082
1451	2264790	2414528
1452	2266320	2412937
1453	2267860	2411357
1454	2269668	2410060
1455	2271244	2408517
1456	2272817	2406971
1457	2274438	2405475
1458	2276062	2403984
1459	2277466	2402259
1460	2279182	2400863
1461	2280691	2399249
1462	2282195	2397631
1463	2283757	2396073
1464	2285374	2394573
1465	2287168	2393257
1466	2288751	2391721
1467	2290369	2390221
1468	2291798	2388525
1469	2293232	2386834
1470	2294657	2385133
1471	2296067	2383418
1472	2297910	2382151
1473	2299553	2380677
1474	2301158	2379163
1475	2302772	2377659
1476	2304273	2376038
1477	2305948	2374596
1478	2307602	2373133
1479	2309168	2371577
1480	2310766	2370056
1481	2312179	2368345
1482	2313666	2366711
1483	2315091	2365012
1484	2316649	2363450
1485	2318170	2361850
1486	2319758	2360319
1487	2321239	2358678
1488	2322597	2356914
1489	2324024	2355219
1490	2325502	2353576
1491	2327049	2352004
1492	2328649	2350485
1493	2330173	2348889
1494	2331817	2347415
1495	2333442	2345920
1496	2335202	2344561
1497	2336632	2342871
1498	2338163	2341283
1499	2339674	2339674
1500	2341013	2337894
1501	2342544	2336306
1502	2344042	2334685
1503	2345475	2332999
1504	2347114	2331519
1505	2348655	2329940
1506	2350160	2328327
1507	2351752	2326800
1508	2353352	2325280
1509	2354971	2323779
1510	2356414	2322105
1511	2357957	2320530
1512	2359537	2318990
1513	2361080	2317414
1514	2362629	2315844
1515	2364004	2314104
1516	2365521	2312503
1517	2366991	2310856
1518	2368570	2309317
1519	2370134	2307762
1520	2371736	2306244
1521	2373409	2304795
1522	2374992	2303259
1523	2376467	2301618
1524	2378058	2300089
1525	2379614	2298526
1526	2380953	2296754
1527	2382537	2295219
1528	2384136	2293698
1529	2385743	2292185
1530	2387176	2290503
1531	2388775	2288983
1532	2390313	2287403
1533	2391959	2285927
1534	2393594	2284440
1535	2395310	2283030
1536	2396841	2281443
1537	2398275	2279765
1538	2399857	2278226
1539	2401393	2276645
1540	2402975	2275108
1541	2404448	2273466
1542	2405796	2271707
1543	2407382	2270174
1544	2409051	2268718
1545	2410445	2267003
1546	2411794	2265246
1547	2413175	2263520
1548	2414900	2262117
1549	2416431	2260532
1550	2417915	2258903
1551	2419502	2257371
1552	2420929	2255688
1553	2422477	2254120
1554	2423962	2252492
1555	2425454	2250871
1556	2426934	2249239
1557	2428176	2247387
1558	2429773	2245865
1559	2431239	2244221
1560	2432774	2242640
1561	2434531	2241265
1562	2436077	2239694
1563	2437600	2238104
1564	2439098	2236490
1565	2440695	2234966
1566	2442221	2233378
1567	2443769	2231809
1568	2445421	2230336
1569	2446729	2228549
1570	2448095	2226816
1571	2449604	2225213
1572	2450931	2223445
1573	2452141	2221571
1574	2453640	2219960
1575	2455235	2218436
1576	2456925	2216997
1577	2458601	2215546
1578	2460225	2214047
1579	2461688	2212404
1580	2463059	2210677
1581	2464777	2209263
1582	2466328	2207698
1583	2467770	2206037
1584	2469388	2204532
1585	2470825	2202866
1586	2472184	2201132
1587	2473761	2199591
1588	2475351	2198062
1589	2477044	2196624
1590	2478571	2195039
1591	2480132	2193484
1592	2481660	2191899
1593	2483262	2190380
1594	2484853	2188852
1595	2486461	2187338
1596	2487886	2185663
1597	2489382	2184051
1598	2491052	2182592
1599	2492477	2180918
1600	2494076	2179395
1601	2495685	2177883
1602	2497308	2176382
1603	2498984	2174926
1604	2500545	2173370
1605	2502051	2171767
1606	2503533	2170144
1607	2505071	2168569
1608	2506658	2167036
1609	2508095	2165374
1610	2509501	2163685
1611	2511066	2162134
1612	2512644	2160593
1613	2514240	2159068
1614	2515790	2157504
1615	2517339	2155939
1616	2518978	2154451
1617	2520535	2152892
1618	2521978	2151237
1619	2523511	2149658
1620	2525034	2148070
1621	2526496	2146431
1622	2528002	2144830
1623	2529361	2143103
1624	2530989	2141606
1625	2532524	2140030
1626	2534085	2138475
1627	2535485	2136784
1628	2537031	2135217
1629	2538700	2133754
1630	2540212	2132159
1631	2541818	2130641
1632	2543139	2128886
1633	2544691	2127324
1634	2546341	2125845
1635	2547843	2124241
1636	2549274	2122578
1637	2550698	2120910
1638	2552068	2119197
1639	2553462	2117505
1640	2555098	2116013
1641	2556432	2114272
1642	2558022	2112742
1643	2559381	2111022
1644	2560968	2109490
1645	2562556	2107959
1646	2564152	2106435
1647	2565572	2104765
1648	2567136	2103214
1649	2568850	2101786
1650	2570424	2100243
1651	2571848	2098578
1652	2573369	2096992
1653	2574723	2095270
1654	2576234	2093676
1655	2577817	2092141
1656	2579449	2090645
1657	2580978	2089066
1658	2582588	2087553
1659	2584154	2086004
1660	2585637	2084388
1661	2587178	2082818
1662	2588820	2081330
1663	2590380	2079776
1664	2591946	2078227
1665	2593323	2076526
1666	2594744	2074861
1667	2596207	2073230
1668	2597801	2071703
1669	2599305	2070105
1670	2600925	2068599
1671	2602302	2066900
1672	2603884	2065364
1673	2605497	2063852
1674	2607098	2062331
1675	2608546	2060689
1676	2610174	2059189
1677	2611921	2057783
1678	2613271	2056064
1679	2614785	2054473
1680	2616325	2052905
1681	2617665	2051178
1682	2619385	2049751
1683	2620789	2048075
1684	2622294	2046479
1685	2623858	2044929
1686	2625470	2043415
1687	2626882	2041747
1688	2628286	2040073
1689	2630033	2038665
1690	2631615	2037129
1691	2633109	2035524
1692	2634465	2033813
1693	2635870	2032141
1694	2637474	2030621
1695	2639089	2029111
1696	2640665	2027570
1697	2642182	2025984
1698	2643724	2024417
1699	2645099	2022723
1700	2646720	2021216
1701	2648112	2019536
1702	2649559	2017897
1703	2651116	2016342
1704	2652531	2014679
1705	2653974	2013038
1706	2655454	2011425
1707	2657068	2009913
1708	2658492	2008258
1709	2659953	2006631
1710	2661545	2005103
1711	2663166	2003597
1712	2664785	2002089
1713	2666204	2000431
1714	2667588	1998746
1715	2669261	1997279
1716	2670890	1995779
1717	2672249	1994076
1718	2673817	1992530
1719	2675176	1990829
1720	2676658	1989219
1721	2678203	1987656
1722	2679652	1986022
1723	2681235	1984487
1724	2682887	1983003
1725	2684575	1981546
1726	2686109	1979975
1727	2687658	1978415
1728	2689258	1976892
1729	2690722	1975270
1730	2692363	1973777
1731	2693958	1972251
1732	2695512	1970695
1733	2697044	1969122
1734	2698597	1967565
1735	2700045	1965932
1736	2701563	1964349
1737	2703071	1962759
1738	2704663	1961231
1739	2706072	1959569
1740	2707423	1957866
1741	2708889	1956247
1742	2710381	1954646
1743	2711923	1953082
1744	2713306	1951403
1745	2714871	1949856
1746	2716448	1948316
1747	2718082	1946819
1748	2719689	1945301
1749	2721206	1943718
1750	2722613	1942058
1751	2724026	1940402
1752	2725630	1938882
1753	2727221	1937353
1754	2728630	1935695
1755	2730244	1934182
1756	2731704	1932560
1757	2733297	1931032
1758	2734967	1929559
1759	2736454	1927956
1760	2738003	1926397
1761	2739486	1924792
1762	2741132	1923301
1763	2742587	1921677
1764	2744164	1920138
1765	2745752	1918605
1766	2747150	1916941
1767	2748717	1915396
1768	2750276	1913843
1769	2751653	1912166
1770	2753246	1910638
1771	2754605	1908948
1772	2756021	1907297
1773	2757664	1905804
1774	2759169	1904215
1775	2760830	1902734
1776	2762393	1901185
1777	2763899	1899598
1778	2765590	1898137
1779	2767253	1896656
1780	2768807	1895101
1781	2770470	1893621
1782	2772002	1892050
1783	2773609	1890531
1784	2775175	1888984
1785	2776574	1887324
1786	2778173	1885799
1787	2779737	1884251
1788	2781347	1882734
1789	2782807	1881115
1790	2784479	1879640
1791	2786059	1878102
1792	2787497	1876469
1793	2788945	1874842
1794	2790589	1873348
1795	2792211	1871839
1796	2793816	1870318
1797	2795376	1868766
1798	2797040	1867285
1799	2798585	1865723
1800	2800215	1864219
1801	2802006	1862820
1802	2803554	1861261
1803	2805190	1859760
1804	2806681	1858163
1805	2808360	1856690
1806	2810025	1855207
1807	2811613	1853674
1808	2813208	1852145
1809	2814860	1850654
1810	2816527	1849172
1811	2818215	1847703
1812	2819868	1846212
1813	2821518	1844719
1814	2822914	1843059
1815	2824581	1841577
1816	2826393	1840188
1817	2828226	1838813
1818	2829753	1837239
1819	2831421	1835756
1820	2833048	1834247
1821	2834825	1832834
1822	2836415	1831300
1823	2838164	1829869
1824	2839932	1828450
1825	2841576	1826949
1826	2842908	1825249
1827	2844550	1823749
1828	2846411	1822387
1829	2847786	1820716
1830	2849461	1819235
1831	2851004	1817671
1832	2852606	1816143
1833	2854248	1814642
1834	2855893	1813142
1835	2857498	1811616
1836	2858995	1810022
1837	2860647	1808526
1838	2862147	1806934
1839	2863763	1805415
1840	2865472	1803956
1841	2867052	1802414
1842	2868440	1800751
1843	2870055	1799231
1844	2871679	1797717
1845	2873398	1796263
1846	2874968	1794715
1847	2876608	1793210
1848	2878209	1791681
